index,timestamp,vector_id
0,2024-11-07 08:00:00,vec_000000
1,2024-11-08 16:00:00,vec_000001
2,2024-11-10 08:00:00,vec_000002
3,2024-11-12 08:00:00,vec_000003
4,2024-11-13 08:00:00,vec_000004
5,2024-11-13 20:00:00,vec_000005
6,2024-11-14 20:00:00,vec_000006
7,2024-11-16 12:00:00,vec_000007
8,2024-11-17 12:00:00,vec_000008
9,2024-11-18 16:00:00,vec_000009
10,2024-11-19 16:00:00,vec_000010
11,2024-11-20 08:00:00,vec_000011
12,2024-11-23 04:00:00,vec_000012
13,2024-11-24 16:00:00,vec_000013
14,2024-11-26 04:00:00,vec_000014
15,2024-11-26 16:00:00,vec_000015
16,2024-11-30 04:00:00,vec_000016
17,2024-11-30 04:00:00,vec_000017
18,2024-12-02 00:00:00,vec_000018
19,2024-12-02 20:00:00,vec_000019
20,2024-12-04 16:00:00,vec_000020
21,2024-12-05 04:00:00,vec_000021
22,2024-12-06 08:00:00,vec_000022
23,2024-12-07 00:00:00,vec_000023
24,2024-12-08 00:00:00,vec_000024
25,2024-12-08 16:00:00,vec_000025
26,2024-12-09 20:00:00,vec_000026
27,2024-12-11 00:00:00,vec_000027
28,2024-12-13 16:00:00,vec_000028
29,2024-12-13 16:00:00,vec_000029
30,2024-12-14 12:00:00,vec_000030
31,2024-12-15 20:00:00,vec_000031
32,2024-12-16 20:00:00,vec_000032
33,2024-12-18 08:00:00,vec_000033
34,2024-12-19 12:00:00,vec_000034
35,2024-12-20 00:00:00,vec_000035
36,2024-12-20 00:00:00,vec_000036
37,2024-12-21 00:00:00,vec_000037
38,2024-12-22 20:00:00,vec_000038
39,2024-12-23 04:00:00,vec_000039
40,2024-12-23 16:00:00,vec_000040
41,2024-12-25 00:00:00,vec_000041
42,2024-12-25 20:00:00,vec_000042
43,2024-12-26 08:00:00,vec_000043
44,2024-12-27 08:00:00,vec_000044
45,2024-12-27 08:00:00,vec_000045
46,2024-12-28 04:00:00,vec_000046
47,2024-12-30 00:00:00,vec_000047
48,2024-12-30 16:00:00,vec_000048
49,2024-12-31 12:00:00,vec_000049
50,2025-01-01 04:00:00,vec_000050
51,2025-01-02 00:00:00,vec_000051
52,2025-01-05 12:00:00,vec_000052
53,2025-01-05 12:00:00,vec_000053
54,2025-01-06 04:00:00,vec_000054
55,2025-01-06 16:00:00,vec_000055
56,2025-01-07 12:00:00,vec_000056
57,2025-01-08 08:00:00,vec_000057
58,2025-01-09 08:00:00,vec_000058
59,2025-01-10 08:00:00,vec_000059
60,2025-01-10 16:00:00,vec_000060
61,2025-01-11 00:00:00,vec_000061
62,2025-01-11 00:00:00,vec_000062
63,2025-01-12 00:00:00,vec_000063
64,2025-01-12 20:00:00,vec_000064
65,2025-01-14 04:00:00,vec_000065
66,2025-01-14 04:00:00,vec_000066
67,2025-01-14 20:00:00,vec_000067
68,2025-01-15 08:00:00,vec_000068
69,2025-01-16 00:00:00,vec_000069
70,2025-01-16 16:00:00,vec_000070
71,2025-01-17 16:00:00,vec_000071
72,2025-01-18 20:00:00,vec_000072
73,2025-01-19 12:00:00,vec_000073
74,2025-01-20 04:00:00,vec_000074
75,2025-01-20 20:00:00,vec_000075
76,2025-01-21 12:00:00,vec_000076
77,2025-01-23 12:00:00,vec_000077
78,2025-01-25 08:00:00,vec_000078
79,2025-01-26 16:00:00,vec_000079
80,2025-01-27 04:00:00,vec_000080
81,2025-01-27 04:00:00,vec_000081
82,2025-01-28 20:00:00,vec_000082
83,2025-01-29 08:00:00,vec_000083
84,2025-01-29 20:00:00,vec_000084
85,2025-01-30 08:00:00,vec_000085
86,2025-02-01 00:00:00,vec_000086
87,2025-02-01 12:00:00,vec_000087
88,2025-02-02 16:00:00,vec_000088
89,2025-02-03 04:00:00,vec_000089
90,2025-02-04 08:00:00,vec_000090
91,2025-02-04 08:00:00,vec_000091
92,2025-02-07 08:00:00,vec_000092
93,2025-02-07 08:00:00,vec_000093
94,2025-02-08 04:00:00,vec_000094
95,2025-02-09 00:00:00,vec_000095
96,2025-02-09 20:00:00,vec_000096
97,2025-02-10 12:00:00,vec_000097
98,2025-02-11 04:00:00,vec_000098
99,2025-02-11 16:00:00,vec_000099
100,2025-02-12 04:00:00,vec_000100
101,2025-02-12 20:00:00,vec_000101
102,2025-02-14 12:00:00,vec_000102
103,2025-02-14 12:00:00,vec_000103
104,2025-02-15 08:00:00,vec_000104
105,2025-02-17 20:00:00,vec_000105
106,2025-02-18 20:00:00,vec_000106
107,2025-02-20 16:00:00,vec_000107
108,2025-02-24 00:00:00,vec_000108
109,2025-02-24 00:00:00,vec_000109
110,2025-02-25 08:00:00,vec_000110
111,2025-02-26 00:00:00,vec_000111
112,2025-02-27 04:00:00,vec_000112
113,2025-02-27 20:00:00,vec_000113
114,2025-03-02 16:00:00,vec_000114
115,2025-03-05 16:00:00,vec_000115
116,2025-03-05 16:00:00,vec_000116
117,2025-03-07 08:00:00,vec_000117
118,2025-03-07 20:00:00,vec_000118
119,2025-03-10 00:00:00,vec_000119
120,2025-03-11 00:00:00,vec_000120
121,2025-03-12 12:00:00,vec_000121
122,2025-03-13 00:00:00,vec_000122
123,2025-03-13 16:00:00,vec_000123
124,2025-03-13 16:00:00,vec_000124
125,2025-03-16 00:00:00,vec_000125
126,2025-03-17 00:00:00,vec_000126
127,2025-03-18 16:00:00,vec_000127
128,2025-03-19 12:00:00,vec_000128
129,2025-03-21 08:00:00,vec_000129
130,2025-03-22 16:00:00,vec_000130
131,2025-03-24 12:00:00,vec_000131
132,2025-03-27 04:00:00,vec_000132
133,2025-03-27 04:00:00,vec_000133
134,2025-03-27 20:00:00,vec_000134
135,2025-03-30 08:00:00,vec_000135
136,2025-04-01 08:00:00,vec_000136
137,2025-04-03 00:00:00,vec_000137
138,2025-04-03 20:00:00,vec_000138
139,2025-04-04 08:00:00,vec_000139
140,2025-04-04 08:00:00,vec_000140
141,2025-04-06 00:00:00,vec_000141
142,2025-04-07 04:00:00,vec_000142
143,2025-04-08 04:00:00,vec_000143
144,2025-04-08 20:00:00,vec_000144
145,2025-04-08 20:00:00,vec_000145
146,2025-04-10 12:00:00,vec_000146
147,2025-04-11 08:00:00,vec_000147
148,2025-04-11 20:00:00,vec_000148
149,2025-04-13 12:00:00,vec_000149
150,2025-04-15 04:00:00,vec_000150
151,2025-04-16 00:00:00,vec_000151
152,2025-04-16 00:00:00,vec_000152
153,2025-04-20 08:00:00,vec_000153
154,2025-04-20 08:00:00,vec_000154
155,2025-04-20 20:00:00,vec_000155
156,2025-04-21 12:00:00,vec_000156
157,2025-04-24 12:00:00,vec_000157
158,2025-04-24 12:00:00,vec_000158
159,2025-04-25 08:00:00,vec_000159
160,2025-04-26 04:00:00,vec_000160
161,2025-04-27 20:00:00,vec_000161
162,2025-04-30 04:00:00,vec_000162
163,2025-04-30 04:00:00,vec_000163
164,2025-04-30 20:00:00,vec_000164
165,2025-05-02 04:00:00,vec_000165
166,2025-05-02 04:00:00,vec_000166
167,2025-05-03 00:00:00,vec_000167
168,2025-05-04 12:00:00,vec_000168
169,2025-05-05 00:00:00,vec_000169
170,2025-05-05 16:00:00,vec_000170
171,2025-05-05 16:00:00,vec_000171
172,2025-05-06 12:00:00,vec_000172
173,2025-05-07 00:00:00,vec_000173
174,2025-05-07 20:00:00,vec_000174
175,2025-05-07 20:00:00,vec_000175
176,2025-05-08 12:00:00,vec_000176
177,2025-05-09 12:00:00,vec_000177
178,2025-05-11 04:00:00,vec_000178
179,2025-05-14 04:00:00,vec_000179
180,2025-05-14 04:00:00,vec_000180
181,2025-05-15 12:00:00,vec_000181
182,2025-05-17 00:00:00,vec_000182
183,2025-05-18 04:00:00,vec_000183
184,2025-05-20 00:00:00,vec_000184
185,2025-05-20 00:00:00,vec_000185
186,2025-05-21 00:00:00,vec_000186
187,2025-05-21 16:00:00,vec_000187
188,2025-05-22 16:00:00,vec_000188
189,2025-05-23 04:00:00,vec_000189
190,2025-05-27 00:00:00,vec_000190
191,2025-05-28 04:00:00,vec_000191
192,2025-05-29 00:00:00,vec_000192
193,2025-05-29 12:00:00,vec_000193
194,2025-05-30 04:00:00,vec_000194
195,2025-06-01 08:00:00,vec_000195
196,2025-06-01 08:00:00,vec_000196
197,2025-06-02 16:00:00,vec_000197
198,2025-06-03 12:00:00,vec_000198
199,2025-06-05 04:00:00,vec_000199
200,2025-06-06 00:00:00,vec_000200
201,2025-06-06 20:00:00,vec_000201
202,2025-06-09 20:00:00,vec_000202
203,2025-06-11 08:00:00,vec_000203
204,2025-06-12 04:00:00,vec_000204
205,2025-06-12 04:00:00,vec_000205
206,2025-06-13 12:00:00,vec_000206
207,2025-06-14 20:00:00,vec_000207
208,2025-06-15 20:00:00,vec_000208
209,2025-06-16 12:00:00,vec_000209
210,2025-06-17 16:00:00,vec_000210
211,2025-06-18 20:00:00,vec_000211
212,2025-06-19 08:00:00,vec_000212
213,2025-06-20 20:00:00,vec_000213
214,2025-06-21 20:00:00,vec_000214
215,2025-06-22 16:00:00,vec_000215
216,2025-06-23 16:00:00,vec_000216
217,2025-06-26 04:00:00,vec_000217
218,2025-06-27 00:00:00,vec_000218
219,2025-06-29 12:00:00,vec_000219
220,2025-07-01 08:00:00,vec_000220
221,2025-07-02 16:00:00,vec_000221
222,2025-07-05 16:00:00,vec_000222
223,2025-07-06 20:00:00,vec_000223
224,2025-07-06 20:00:00,vec_000224
225,2025-07-07 12:00:00,vec_000225
226,2025-07-08 04:00:00,vec_000226
227,2025-07-09 20:00:00,vec_000227
228,2025-07-12 16:00:00,vec_000228
229,2025-07-14 08:00:00,vec_000229
230,2025-07-15 08:00:00,vec_000230
231,2025-07-17 16:00:00,vec_000231
232,2025-07-18 08:00:00,vec_000232
233,2025-07-19 08:00:00,vec_000233
234,2025-07-20 16:00:00,vec_000234
235,2025-07-21 08:00:00,vec_000235
236,2025-07-23 12:00:00,vec_000236
237,2025-07-25 04:00:00,vec_000237
238,2025-07-26 20:00:00,vec_000238
239,2025-07-27 20:00:00,vec_000239
240,2025-07-30 20:00:00,vec_000240
241,2025-07-31 08:00:00,vec_000241
242,2025-08-01 08:00:00,vec_000242
243,2025-08-02 08:00:00,vec_000243
244,2025-08-05 08:00:00,vec_000244
245,2025-08-05 08:00:00,vec_000245
246,2025-08-06 16:00:00,vec_000246
247,2025-08-08 20:00:00,vec_000247
248,2025-08-11 20:00:00,vec_000248
249,2025-08-11 20:00:00,vec_000249
250,2025-08-12 20:00:00,vec_000250
251,2025-08-13 16:00:00,vec_000251
252,2025-08-14 08:00:00,vec_000252
253,2025-08-15 12:00:00,vec_000253
254,2025-08-15 12:00:00,vec_000254
255,2025-08-17 00:00:00,vec_000255
256,2025-08-18 12:00:00,vec_000256
257,2025-08-19 08:00:00,vec_000257
258,2025-08-20 20:00:00,vec_000258
259,2025-08-22 00:00:00,vec_000259
260,2025-08-22 00:00:00,vec_000260
261,2025-08-23 00:00:00,vec_000261
262,2025-08-23 12:00:00,vec_000262
263,2025-08-24 20:00:00,vec_000263
264,2025-08-26 08:00:00,vec_000264
265,2025-08-29 16:00:00,vec_000265
266,2025-08-30 04:00:00,vec_000266
267,2025-09-01 04:00:00,vec_000267
268,2025-09-03 04:00:00,vec_000268
269,2025-09-03 16:00:00,vec_000269
270,2025-09-04 12:00:00,vec_000270
271,2025-09-06 12:00:00,vec_000271
272,2025-09-09 04:00:00,vec_000272
273,2025-09-09 12:00:00,vec_000273
274,2025-09-11 04:00:00,vec_000274
275,2025-09-11 04:00:00,vec_000275
276,2025-09-14 04:00:00,vec_000276
277,2025-09-15 00:00:00,vec_000277
278,2025-09-15 08:00:00,vec_000278
279,2025-09-15 16:00:00,vec_000279
280,2025-09-15 16:00:00,vec_000280
281,2025-09-16 08:00:00,vec_000281
282,2025-09-16 08:00:00,vec_000282
283,2025-09-17 00:00:00,vec_000283
284,2025-09-17 08:00:00,vec_000284
285,2025-09-18 08:00:00,vec_000285
286,2025-09-19 00:00:00,vec_000286
287,2025-09-20 04:00:00,vec_000287
288,2025-09-21 04:00:00,vec_000288
289,2025-09-22 16:00:00,vec_000289
290,2025-09-23 12:00:00,vec_000290
291,2025-09-24 00:00:00,vec_000291
292,2025-09-24 12:00:00,vec_000292
293,2025-09-25 04:00:00,vec_000293
294,2025-09-25 20:00:00,vec_000294
295,2025-09-29 12:00:00,vec_000295
296,2025-09-29 12:00:00,vec_000296
297,2025-09-30 00:00:00,vec_000297
298,2025-09-30 16:00:00,vec_000298
299,2025-10-02 04:00:00,vec_000299
300,2025-10-03 04:00:00,vec_000300
301,2025-10-03 16:00:00,vec_000301
302,2025-10-04 12:00:00,vec_000302
303,2025-10-05 04:00:00,vec_000303
304,2025-10-06 20:00:00,vec_000304
305,2025-10-07 20:00:00,vec_000305
306,2025-10-09 00:00:00,vec_000306
307,2025-10-10 12:00:00,vec_000307
308,2025-10-16 04:00:00,vec_000308
309,2025-10-16 16:00:00,vec_000309
310,2025-10-17 20:00:00,vec_000310
311,2025-10-20 16:00:00,vec_000311
312,2025-10-20 16:00:00,vec_000312
313,2025-10-21 04:00:00,vec_000313
314,2025-10-22 04:00:00,vec_000314
315,2025-10-23 08:00:00,vec_000315
316,2025-10-26 16:00:00,vec_000316
317,2025-10-27 12:00:00,vec_000317
318,2025-10-29 08:00:00,vec_000318
319,2025-10-29 08:00:00,vec_000319
320,2025-10-30 08:00:00,vec_000320
321,2025-10-30 20:00:00,vec_000321
322,2025-10-30 20:00:00,vec_000322
323,2025-10-31 08:00:00,vec_000323
324,2025-11-02 04:00:00,vec_000324
325,2025-11-03 08:00:00,vec_000325
326,2025-11-05 00:00:00,vec_000326
327,2025-11-05 00:00:00,vec_000327
328,2025-11-05 20:00:00,vec_000328
329,2025-11-06 16:00:00,vec_000329
330,2025-11-08 20:00:00,vec_000330
331,2025-11-08 20:00:00,vec_000331
332,2025-11-10 16:00:00,vec_000332
333,2025-11-11 04:00:00,vec_000333
334,2025-11-11 04:00:00,vec_000334
335,2025-11-12 12:00:00,vec_000335
336,2025-11-13 12:00:00,vec_000336
337,2025-11-13 12:00:00,vec_000337
338,2025-11-14 04:00:00,vec_000338
339,2025-11-15 12:00:00,vec_000339
340,2025-11-18 08:00:00,vec_000340
341,2025-11-19 04:00:00,vec_000341
342,2025-11-20 00:00:00,vec_000342
